
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,I,Azimuth,Pitch,Roll,Gain,Latitude,Longitude,Speed (m/s),
0.477152,-0.1297,0.3960,0.9226,0.0000,0.0000,0.0000,0.1180,-0.2304,-0.0336,939.3452,-2.0137,3.1287,-15.8512,269.7538,0.0000,0.0000,0.0000,-∞,0.00000000,0.00000000,0.00000000,
0.477840,-0.1290,0.4440,0.8750,0.0000,0.0000,0.0000,0.1180,-0.2304,-0.0336,939.3452,-2.0137,3.1287,-15.8512,269.7538,0.0000,0.0000,0.0000,-∞,0.00000000,0.00000000,0.00000000,
0.482671,-0.1290,0.4440,0.8750,0.0000,0.0000,0.0000,0.0973,-0.0255,-0.0838,939.3452,-2.0137,3.1287,-15.8512,269.7538,0.0000,0.0000,0.0000,-∞,0.00000000,0.00000000,0.00000000,
0.522611,-0.1290,0.4440,0.8750,0.0000,0.0000,0.0000,0.0973,-0.0255,-0.0838,939.3597,-2.0137,3.1287,-15.8512,269.7538,0.0000,0.0000,0.0000,-∞,0.00000000,0.00000000,0.00000000,
0.545399,-0.1316,0.3949,0.8996,0.0000,0.0000,0.0000,0.0973,-0.0255,-0.0838,939.3597,-2.0137,3.1287,-15.8512,269.7538,0.0000,0.0000,0.0000,77.0168,0.00000000,0.00000000,0.00000000,
0.546501,-0.1316,0.3949,0.8996,0.0000,0.0000,0.0000,0.0973,-0.0255,-0.0838,939.3597,-1.8075,3.4412,-16.0475,269.7538,0.0000,0.0000,0.0000,77.0168,0.00000000,0.00000000,0.00000000,
0.550000,-0.1316,0.3949,0.8996,0.0000,0.0000,0.0000,-0.3499,-0.4928,0.2880,939.3597,-1.8075,3.4412,-16.0475,269.7538,0.0000,0.0000,0.0000,77.0168,0.00000000,0.00000000,0.00000000,
0.550525,-0.1316,0.3949,0.8996,0.2476,0.0433,-0.0806,-0.3499,-0.4928,0.2880,939.3597,-1.8075,3.4412,-16.0475,269.7538,0.0000,0.0000,0.0000,77.0168,0.00000000,0.00000000,0.00000000,
0.550948,-0.1316,0.3949,0.8996,0.2476,0.0433,-0.0806,-0.3499,-0.4928,0.2880,939.3597,-1.8075,3.4412,-16.0475,269.7538,21.2985,-22.8291,-8.5742,77.0168,0.00000000,0.00000000,0.00000000,
0.602664,-0.1316,0.3949,0.8996,0.2476,0.0433,-0.0806,-0.3499,-0.4928,0.2880,939.3801,-1.8075,3.4412,-16.0475,269.7538,21.2985,-22.8291,-8.5742,77.0168,0.00000000,0.00000000,0.00000000,
0.612385,-0.0726,0.3817,0.9746,0.2476,0.0433,-0.0806,-0.3499,-0.4928,0.2880,939.3801,-1.8075,3.4412,-16.0475,269.7538,21.2985,-22.8291,-8.5742,77.0168,0.00000000,0.00000000,0.00000000,
0.617416,-0.0726,0.3817,0.9746,0.2476,0.0433,-0.0806,-0.3499,-0.4928,0.2880,939.3801,-2.1588,4.3688,-16.3125,269.7538,21.2985,-22.8291,-8.5742,77.0168,0.00000000,0.00000000,0.00000000,
0.618128,-0.0726,0.3817,0.9746,0.2476,0.0433,-0.0806,-0.1910,-0.1373,0.3236,939.3801,-2.1588,4.3688,-16.3125,269.7538,21.2985,-22.8291,-8.5742,77.0168,0.00000000,0.00000000,0.00000000,
0.618642,-0.0726,0.3817,0.9746,0.5493,0.1312,0.5683,-0.1910,-0.1373,0.3236,939.3801,-2.1588,4.3688,-16.3125,269.7538,21.2985,-22.8291,-8.5742,77.0168,0.00000000,0.00000000,0.00000000,
0.619109,-0.0726,0.3817,0.9746,0.5493,0.1312,0.5683,-0.1910,-0.1373,0.3236,939.3801,-2.1588,4.3688,-16.3125,269.7538,20.3389,-22.2272,-7.6110,77.0168,0.00000000,0.00000000,0.00000000,
0.642298,-0.0726,0.3817,0.9746,0.5493,0.1312,0.5683,-0.1910,-0.1373,0.3236,939.3467,-2.1588,4.3688,-16.3125,269.7538,20.3389,-22.2272,-7.6110,77.0168,0.00000000,0.00000000,0.00000000,
0.674818,-0.0726,0.3817,0.9746,0.5493,0.1312,0.5683,-0.1910,-0.1373,0.3236,939.3467,-2.1588,4.3688,-16.3125,317.9150,20.3389,-22.2272,-7.6110,77.0168,0.00000000,0.00000000,0.00000000,
0.678903,-0.0133,0.3344,0.8644,0.5493,0.1312,0.5683,-0.1910,-0.1373,0.3236,939.3467,-2.1588,4.3688,-16.3125,317.9150,20.3389,-22.2272,-7.6110,77.0168,0.00000000,0.00000000,0.00000000,
0.683752,-0.0133,0.3344,0.8644,0.5493,0.1312,0.5683,-0.4389,1.0517,1.0212,939.3467,-2.1588,4.3688,-16.3125,317.9150,20.3389,-22.2272,-7.6110,77.0168,0.00000000,0.00000000,0.00000000,
0.684430,-0.0133,0.3344,0.8644,1.5594,-0.3374,-0.6570,-0.4389,1.0517,1.0212,939.3467,-2.1588,4.3688,-16.3125,317.9150,20.3389,-22.2272,-7.6110,77.0168,0.00000000,0.00000000,0.00000000,
0.684999,-0.0133,0.3344,0.8644,1.5594,-0.3374,-0.6570,-0.4389,1.0517,1.0212,939.3467,-2.1588,4.3688,-16.3125,317.9150,15.1416,-21.2774,-9.9120,77.0168,0.00000000,0.00000000,0.00000000,
0.686922,-0.0133,0.3344,0.8644,1.5594,-0.3374,-0.6570,-0.4389,1.0517,1.0212,939.3467,-2.0838,4.8537,-16.4737,317.9150,15.1416,-21.2774,-9.9120,77.0168,0.00000000,0.00000000,0.00000000,
0.722775,-0.0133,0.3344,0.8644,1.5594,-0.3374,-0.6570,-0.4389,1.0517,1.0212,939.3101,-2.0838,4.8537,-16.4737,317.9150,15.1416,-21.2774,-9.9120,77.0168,0.00000000,0.00000000,0.00000000,
0.746989,-0.1245,0.3460,0.8935,1.5594,-0.3374,-0.6570,-0.4389,1.0517,1.0212,939.3101,-2.0838,4.8537,-16.4737,317.9150,15.1416,-21.2774,-9.9120,77.0168,0.00000000,0.00000000,0.00000000,
0.751111,-0.1245,0.3460,0.8935,1.5594,-0.3374,-0.6570,-0.6861,2.1450,0.8263,939.3101,-2.0838,4.8537,-16.4737,317.9150,15.1416,-21.2774,-9.9120,77.0168,0.00000000,0.00000000,0.00000000,
0.752171,-0.1245,0.3460,0.8935,1.4786,0.1961,0.0344,-0.6861,2.1450,0.8263,939.3101,-2.0838,4.8537,-16.4737,317.9150,15.1416,-21.2774,-9.9120,77.0168,0.00000000,0.00000000,0.00000000,
0.752650,-0.1245,0.3460,0.8935,1.4786,0.1961,0.0344,-0.6861,2.1450,0.8263,939.3101,-2.0838,4.8537,-16.4737,317.9150,9.0948,-19.9989,-16.5157,77.0168,0.00000000,0.00000000,0.00000000,
0.757178,-0.1245,0.3460,0.8935,1.4786,0.1961,0.0344,-0.6861,2.1450,0.8263,939.3101,-0.4737,5.7075,-17.3650,317.9150,9.0948,-19.9989,-16.5157,77.0168,0.00000000,0.00000000,0.00000000,
0.778764,-0.1245,0.3460,0.8935,1.4786,0.1961,0.0344,-0.6861,2.1450,0.8263,939.3101,-0.4737,5.7075,-17.3650,282.2812,9.0948,-19.9989,-16.5157,77.0168,0.00000000,0.00000000,0.00000000,
0.803059,-0.1245,0.3460,0.8935,1.4786,0.1961,0.0344,-0.6861,2.1450,0.8263,939.3461,-0.4737,5.7075,-17.3650,282.2812,9.0948,-19.9989,-16.5157,77.0168,0.00000000,0.00000000,0.00000000,
0.813889,-0.1998,0.2812,0.9549,1.4786,0.1961,0.0344,-0.6861,2.1450,0.8263,939.3461,-0.4737,5.7075,-17.3650,282.2812,9.0948,-19.9989,-16.5157,77.0168,0.00000000,0.00000000,0.00000000,
0.818276,-0.1998,0.2812,0.9549,1.4786,0.1961,0.0344,-0.7298,1.4034,0.6318,939.3461,-0.4737,5.7075,-17.3650,282.2812,9.0948,-19.9989,-16.5157,77.0168,0.00000000,0.00000000,0.00000000,
0.818983,-0.1998,0.2812,0.9549,1.4338,-0.2054,0.6651,-0.7298,1.4034,0.6318,939.3461,-0.4737,5.7075,-17.3650,282.2812,9.0948,-19.9989,-16.5157,77.0168,0.00000000,0.00000000,0.00000000,
0.819512,-0.1998,0.2812,0.9549,1.4338,-0.2054,0.6651,-0.7298,1.4034,0.6318,939.3461,-0.4737,5.7075,-17.3650,282.2812,4.7618,-18.6117,-20.8151,77.0168,0.00000000,0.00000000,0.00000000,
0.828380,-0.1998,0.2812,0.9549,1.4338,-0.2054,0.6651,-0.7298,1.4034,0.6318,939.3461,1.5912,7.3175,-17.1375,282.2812,4.7618,-18.6117,-20.8151,77.0168,0.00000000,0.00000000,0.00000000,
0.842669,-0.1998,0.2812,0.9549,1.4338,-0.2054,0.6651,-0.7298,1.4034,0.6318,939.3544,1.5912,7.3175,-17.1375,282.2812,4.7618,-18.6117,-20.8151,88.6609,0.00000000,0.00000000,0.00000000,
0.881584,-0.1998,0.2812,0.9549,1.4338,-0.2054,0.6651,-0.7298,1.4034,0.6318,939.3544,1.5912,7.3175,-17.1375,298.5762,4.7618,-18.6117,-20.8151,88.6609,0.00000000,0.00000000,0.00000000,
0.882274,-0.2940,0.2842,0.9507,1.4338,-0.2054,0.6651,-0.7298,1.4034,0.6318,939.3544,1.5912,7.3175,-17.1375,298.5762,4.7618,-18.6117,-20.8151,88.6609,0.00000000,0.00000000,0.00000000,
0.886398,-0.2940,0.2842,0.9507,1.4338,-0.2054,0.6651,-0.0576,0.7703,0.0681,939.3544,1.5912,7.3175,-17.1375,298.5762,4.7618,-18.6117,-20.8151,88.6609,0.00000000,0.00000000,0.00000000,
0.887174,-0.2940,0.2842,0.9507,0.9102,-0.0994,0.7972,-0.0576,0.7703,0.0681,939.3544,1.5912,7.3175,-17.1375,298.5762,4.7618,-18.6117,-20.8151,88.6609,0.00000000,0.00000000,0.00000000,
0.887720,-0.2940,0.2842,0.9507,0.9102,-0.0994,0.7972,-0.0576,0.7703,0.0681,939.3544,1.5912,7.3175,-17.1375,298.5762,3.4908,-18.8420,-23.5448,88.6609,0.00000000,0.00000000,0.00000000,
0.897762,-0.2940,0.2842,0.9507,0.9102,-0.0994,0.7972,-0.0576,0.7703,0.0681,939.3544,2.1225,8.2875,-16.8888,298.5762,3.4908,-18.8420,-23.5448,88.6609,0.00000000,0.00000000,0.00000000,
0.922649,-0.2940,0.2842,0.9507,0.9102,-0.0994,0.7972,-0.0576,0.7703,0.0681,939.3320,2.1225,8.2875,-16.8888,298.5762,3.4908,-18.8420,-23.5448,88.6609,0.00000000,0.00000000,0.00000000,
0.948218,-0.2920,0.2712,0.8681,0.9102,-0.0994,0.7972,-0.0576,0.7703,0.0681,939.3320,2.1225,8.2875,-16.8888,298.5762,3.4908,-18.8420,-23.5448,88.6609,0.00000000,0.00000000,0.00000000,
0.952542,-0.2920,0.2712,0.8681,0.9102,-0.0994,0.7972,1.1519,-1.4905,-0.5698,939.3320,2.1225,8.2875,-16.8888,298.5762,3.4908,-18.8420,-23.5448,88.6609,0.00000000,0.00000000,0.00000000,
0.953153,-0.2920,0.2712,0.8681,0.5054,-0.7877,-0.2072,1.1519,-1.4905,-0.5698,939.3320,2.1225,8.2875,-16.8888,298.5762,3.4908,-18.8420,-23.5448,88.6609,0.00000000,0.00000000,0.00000000,
0.953658,-0.2920,0.2712,0.8681,0.5054,-0.7877,-0.2072,1.1519,-1.4905,-0.5698,939.3320,2.1225,8.2875,-16.8888,298.5762,7.8815,-21.6650,-18.9384,88.6609,0.00000000,0.00000000,0.00000000,
0.967971,-0.2920,0.2712,0.8681,0.5054,-0.7877,-0.2072,1.1519,-1.4905,-0.5698,939.3320,1.3887,7.2562,-17.2712,298.5762,7.8815,-21.6650,-18.9384,88.6609,0.00000000,0.00000000,0.00000000,
0.982922,-0.2920,0.2712,0.8681,0.5054,-0.7877,-0.2072,1.1519,-1.4905,-0.5698,939.3320,1.3887,7.2562,-17.2712,251.7025,7.8815,-21.6650,-18.9384,88.6609,0.00000000,0.00000000,0.00000000,
1.003057,-0.2920,0.2712,0.8681,0.5054,-0.7877,-0.2072,1.1519,-1.4905,-0.5698,939.3807,1.3887,7.2562,-17.2712,251.7025,7.8815,-21.6650,-18.9384,88.6609,0.00000000,0.00000000,0.00000000,
1.015865,-0.0573,0.3074,0.8273,0.5054,-0.7877,-0.2072,1.1519,-1.4905,-0.5698,939.3807,1.3887,7.2562,-17.2712,251.7025,7.8815,-21.6650,-18.9384,88.6609,0.00000000,0.00000000,0.00000000,
1.020177,-0.0573,0.3074,0.8273,0.5054,-0.7877,-0.2072,1.0560,-2.1166,-1.0181,939.3807,1.3887,7.2562,-17.2712,251.7025,7.8815,-21.6650,-18.9384,88.6609,0.00000000,0.00000000,0.00000000,
1.020951,-0.0573,0.3074,0.8273,1.6651,-0.8299,-0.7482,1.0560,-2.1166,-1.0181,939.3807,1.3887,7.2562,-17.2712,251.7025,7.8815,-21.6650,-18.9384,88.6609,0.00000000,0.00000000,0.00000000,
1.021536,-0.0573,0.3074,0.8273,1.6651,-0.8299,-0.7482,1.0560,-2.1166,-1.0181,939.3807,1.3887,7.2562,-17.2712,251.7025,14.9083,-23.8441,-12.9519,88.6609,0.00000000,0.00000000,0.00000000,
1.038475,-0.0573,0.3074,0.8273,1.6651,-0.8299,-0.7482,1.0560,-2.1166,-1.0181,939.3807,-1.3525,6.8975,-16.5212,251.7025,14.9083,-23.8441,-12.9519,88.6609,0.00000000,0.00000000,0.00000000,
1.042534,-0.0573,0.3074,0.8273,1.6651,-0.8299,-0.7482,1.0560,-2.1166,-1.0181,939.3826,-1.3525,6.8975,-16.5212,251.7025,14.9083,-23.8441,-12.9519,88.6609,0.00000000,0.00000000,0.00000000,
1.083195,-0.1695,0.4733,0.8241,1.6651,-0.8299,-0.7482,1.0560,-2.1166,-1.0181,939.3826,-1.3525,6.8975,-16.5212,251.7025,14.9083,-23.8441,-12.9519,88.6609,0.00000000,0.00000000,0.00000000,
1.085354,-0.1695,0.4733,0.8241,1.6651,-0.8299,-0.7482,1.0560,-2.1166,-1.0181,939.3826,-1.3525,6.8975,-16.5212,212.6462,14.9083,-23.8441,-12.9519,88.6609,0.00000000,0.00000000,0.00000000,
1.087206,-0.1695,0.4733,0.8241,1.6651,-0.8299,-0.7482,0.0745,-0.8185,-0.7184,939.3826,-1.3525,6.8975,-16.5212,212.6462,14.9083,-23.8441,-12.9519,88.6609,0.00000000,0.00000000,0.00000000,
1.087889,-0.1695,0.4733,0.8241,0.1942,0.8600,-0.6541,0.0745,-0.8185,-0.7184,939.3826,-1.3525,6.8975,-16.5212,212.6462,14.9083,-23.8441,-12.9519,88.6609,0.00000000,0.00000000,0.00000000,
1.088337,-0.1695,0.4733,0.8241,0.1942,0.8600,-0.6541,0.0745,-0.8185,-0.7184,939.3826,-1.3525,6.8975,-16.5212,212.6462,18.7916,-23.3060,-11.1728,88.6609,0.00000000,0.00000000,0.00000000,
1.108048,-0.1695,0.4733,0.8241,0.1942,0.8600,-0.6541,0.0745,-0.8185,-0.7184,939.3826,-2.9588,6.8000,-16.0875,212.6462,18.7916,-23.3060,-11.1728,88.6609,0.00000000,0.00000000,0.00000000,
1.122382,-0.1695,0.4733,0.8241,0.1942,0.8600,-0.6541,0.0745,-0.8185,-0.7184,939.3743,-2.9588,6.8000,-16.0875,212.6462,18.7916,-23.3060,-11.1728,88.6609,0.00000000,0.00000000,0.00000000,
1.149806,-0.0363,0.4852,0.9766,0.1942,0.8600,-0.6541,0.0745,-0.8185,-0.7184,939.3743,-2.9588,6.8000,-16.0875,212.6462,18.7916,-23.3060,-11.1728,85.8964,0.00000000,0.00000000,0.00000000,
1.154238,-0.0363,0.4852,0.9766,0.1942,0.8600,-0.6541,0.0808,-1.4282,-0.7573,939.3743,-2.9588,6.8000,-16.0875,212.6462,18.7916,-23.3060,-11.1728,85.8964,0.00000000,0.00000000,0.00000000,
1.154966,-0.0363,0.4852,0.9766,0.7890,1.0540,0.6692,0.0808,-1.4282,-0.7573,939.3743,-2.9588,6.8000,-16.0875,212.6462,18.7916,-23.3060,-11.1728,85.8964,0.00000000,0.00000000,0.00000000,
1.155412,-0.0363,0.4852,0.9766,0.7890,1.0540,0.6692,0.0808,-1.4282,-0.7573,939.3743,-2.9588,6.8000,-16.0875,212.6462,23.6825,-22.8579,-7.2438,85.8964,0.00000000,0.00000000,0.00000000,
1.178605,-0.0363,0.4852,0.9766,0.7890,1.0540,0.6692,0.0808,-1.4282,-0.7573,939.3743,-4.4538,6.1712,-15.7312,212.6462,23.6825,-22.8579,-7.2438,85.8964,0.00000000,0.00000000,0.00000000,
1.189588,-0.0363,0.4852,0.9766,0.7890,1.0540,0.6692,0.0808,-1.4282,-0.7573,939.3743,-4.4538,6.1712,-15.7312,241.8700,23.6825,-22.8579,-7.2438,85.8964,0.00000000,0.00000000,0.00000000,
1.202919,-0.0363,0.4852,0.9766,0.7890,1.0540,0.6692,0.0808,-1.4282,-0.7573,939.3635,-4.4538,6.1712,-15.7312,241.8700,23.6825,-22.8579,-7.2438,85.8964,0.00000000,0.00000000,0.00000000,
1.217133,-0.1878,0.4943,1.0617,0.7890,1.0540,0.6692,0.0808,-1.4282,-0.7573,939.3635,-4.4538,6.1712,-15.7312,241.8700,23.6825,-22.8579,-7.2438,85.8964,0.00000000,0.00000000,0.00000000,
1.221399,-0.1878,0.4943,1.0617,0.7890,1.0540,0.6692,0.1808,-1.6276,-0.9305,939.3635,-4.4538,6.1712,-15.7312,241.8700,23.6825,-22.8579,-7.2438,85.8964,0.00000000,0.00000000,0.00000000,
1.222006,-0.1878,0.4943,1.0617,-1.3065,0.9809,1.5471,0.1808,-1.6276,-0.9305,939.3635,-4.4538,6.1712,-15.7312,241.8700,23.6825,-22.8579,-7.2438,85.8964,0.00000000,0.00000000,0.00000000,
1.222485,-0.1878,0.4943,1.0617,-1.3065,0.9809,1.5471,0.1808,-1.6276,-0.9305,939.3635,-4.4538,6.1712,-15.7312,241.8700,29.4445,-23.0461,-2.8658,85.8964,0.00000000,0.00000000,0.00000000,
1.242224,-0.1878,0.4943,1.0617,-1.3065,0.9809,1.5471,0.1808,-1.6276,-0.9305,939.3703,-4.4538,6.1712,-15.7312,241.8700,29.4445,-23.0461,-2.8658,85.8964,0.00000000,0.00000000,0.00000000,
1.248560,-0.1878,0.4943,1.0617,-1.3065,0.9809,1.5471,0.1808,-1.6276,-0.9305,939.3703,-5.7987,5.3937,-14.8900,241.8700,29.4445,-23.0461,-2.8658,85.8964,0.00000000,0.00000000,0.00000000,
1.284119,-0.1398,0.4826,1.1782,-1.3065,0.9809,1.5471,0.1808,-1.6276,-0.9305,939.3703,-5.7987,5.3937,-14.8900,241.8700,29.4445,-23.0461,-2.8658,85.8964,0.00000000,0.00000000,0.00000000,
1.289350,-0.1398,0.4826,1.1782,-1.3065,0.9809,1.5471,0.6538,-1.3715,-0.9566,939.3703,-5.7987,5.3937,-14.8900,241.8700,29.4445,-23.0461,-2.8658,85.8964,0.00000000,0.00000000,0.00000000,
1.290067,-0.1398,0.4826,1.1782,-1.4598,0.5110,2.6004,0.6538,-1.3715,-0.9566,939.3703,-5.7987,5.3937,-14.8900,241.8700,29.4445,-23.0461,-2.8658,85.8964,0.00000000,0.00000000,0.00000000,
1.290577,-0.1398,0.4826,1.1782,-1.4598,0.5110,2.6004,0.6538,-1.3715,-0.9566,939.3703,-5.7987,5.3937,-14.8900,241.8700,34.9497,-25.4567,0.4673,85.8964,0.00000000,0.00000000,0.00000000,
1.292397,-0.1398,0.4826,1.1782,-1.4598,0.5110,2.6004,0.6538,-1.3715,-0.9566,939.3703,-5.7987,5.3937,-14.8900,293.8838,34.9497,-25.4567,0.4673,85.8964,0.00000000,0.00000000,0.00000000,
1.318977,-0.1398,0.4826,1.1782,-1.4598,0.5110,2.6004,0.6538,-1.3715,-0.9566,939.3703,-6.6475,3.8650,-14.6675,293.8838,34.9497,-25.4567,0.4673,85.8964,0.00000000,0.00000000,0.00000000,
1.322532,-0.1398,0.4826,1.1782,-1.4598,0.5110,2.6004,0.6538,-1.3715,-0.9566,939.3246,-6.6475,3.8650,-14.6675,293.8838,34.9497,-25.4567,0.4673,85.8964,0.00000000,0.00000000,0.00000000,
1.352352,-0.0483,0.5322,0.9289,-1.4598,0.5110,2.6004,0.6538,-1.3715,-0.9566,939.3246,-6.6475,3.8650,-14.6675,293.8838,34.9497,-25.4567,0.4673,85.8964,0.00000000,0.00000000,0.00000000,
1.356931,-0.0483,0.5322,0.9289,-1.4598,0.5110,2.6004,0.7639,-0.6063,-0.7397,939.3246,-6.6475,3.8650,-14.6675,293.8838,34.9497,-25.4567,0.4673,85.8964,0.00000000,0.00000000,0.00000000,
1.358548,-0.0483,0.5322,0.9289,-0.6604,0.5502,0.3220,0.7639,-0.6063,-0.7397,939.3246,-6.6475,3.8650,-14.6675,293.8838,34.9497,-25.4567,0.4673,85.8964,0.00000000,0.00000000,0.00000000,
1.359715,-0.0483,0.5322,0.9289,-0.6604,0.5502,0.3220,0.7639,-0.6063,-0.7397,939.3246,-6.6475,3.8650,-14.6675,293.8838,38.5406,-28.4612,1.2527,85.8964,0.00000000,0.00000000,0.00000000,
1.390174,-0.0483,0.5322,0.9289,-0.6604,0.5502,0.3220,0.7639,-0.6063,-0.7397,939.3246,-7.1800,1.9575,-13.9075,293.8838,38.5406,-28.4612,1.2527,85.8964,0.00000000,0.00000000,0.00000000,
